run,generation,populationFitness,bestTree,action,structured
8,38,0.672192,0.758367,0,1
8,39,0.677691,0.786939,1,1
8,40,0.683767,0.786939,2,1
8,41,0.693726,0.786939,0,1
8,42,0.700099,0.792041,2,1
8,43,0.695120,0.792041,2,1
8,44,0.701988,0.792041,0,1
8,45,0.711469,0.792041,1,1
8,46,0.712367,0.792041,1,1
8,47,0.718420,0.792041,1,1
8,48,0.720671,0.792041,2,1
8,49,0.723137,0.792041,0,1
8,50,0.725668,0.792041,0,1
8,51,0.728303,0.792041,0,1
8,52,0.735784,0.792041,1,1
8,53,0.747125,0.792041,1,1
8,54,0.748840,0.792041,0,1
8,55,0.750921,0.792041,1,1
8,56,0.751469,0.792041,1,1
8,57,0.757522,0.792041,0,1
8,58,0.757073,0.792041,1,1
8,59,0.764636,0.792041,2,1
8,60,0.765755,0.792041,1,1
8,61,0.751440,0.792041,1,1
8,62,0.737901,0.792041,1,1
8,63,0.746770,0.792041,0,1
8,64,0.755784,0.792041,1,1
8,65,0.754816,0.792041,1,1
8,66,0.756420,0.792041,1,1
8,67,0.756070,0.792041,1,1
8,68,0.755650,0.792041,2,1
8,69,0.756711,0.792041,1,1
8,70,0.753551,0.792041,1,1
8,71,0.758082,0.792041,1,1
8,72,0.765015,0.792041,1,1
8,73,0.758082,0.792041,1,1
8,74,0.766729,0.792041,1,1
8,75,0.764239,0.792041,2,1
8,76,0.765347,0.792041,2,1
8,77,0.774362,0.792041,0,1
8,78,0.775796,0.792041,0,1
8,79,0.775650,0.792041,2,1
8,80,0.776490,0.792041,0,1
8,81,0.776904,0.792041,2,1
8,82,0.761569,0.792041,1,1
8,83,0.770058,0.792041,0,1
8,84,0.770204,0.792041,1,1
8,85,0.770303,0.792041,1,1
8,86,0.771837,0.792041,1,1
8,87,0.771837,0.792041,0,1
8,88,0.770204,0.792041,1,1
8,89,0.768490,0.792041,1,1
8,90,0.777108,0.792041,0,1
8,91,0.777545,0.792041,0,1
8,92,0.777837,0.792041,0,1
8,93,0.778845,0.792041,1,1
8,94,0.778140,0.792041,1,1
8,95,0.777714,0.792041,2,1
8,96,0.776997,0.792041,1,1
8,97,0.778665,0.792041,0,1
8,98,0.778822,0.792041,2,1
8,99,0.780525,0.792041,0,1
8,100,0.778519,0.792041,1,1
8,101,0.777085,0.792041,1,1
8,102,0.775638,0.792041,2,1
8,103,0.784128,0.792041,1,1
8,104,0.787469,0.792041,1,1
8,105,0.788332,0.792041,2,1
8,106,0.785866,0.792041,1,1
8,107,0.785003,0.792041,1,1
8,108,0.779837,0.792041,1,1
8,109,0.780420,0.792041,2,1
9,0,0.539107,0.714512,0,0
9,1,0.548793,0.714512,1,0
9,2,0.562054,0.714512,1,0
9,3,0.572590,0.714512,1,0
9,4,0.575439,0.714512,1,0
9,5,0.574142,0.714512,1,0
9,6,0.584208,0.793220,1,0
9,7,0.593225,0.793220,1,0
9,8,0.594330,0.793220,2,0
9,9,0.603778,0.793220,1,0
9,10,0.601054,0.793220,1,0
9,11,0.591798,0.793220,1,0
9,12,0.590597,0.793220,2,0
9,13,0.594891,0.793220,2,0
9,14,0.612196,0.793220,1,0
9,15,0.620386,0.793220,2,0
9,16,0.627133,0.793220,1,0
9,17,0.628520,0.793220,1,0
9,18,0.632214,0.793220,1,0
9,19,0.640025,0.793220,0,0
9,20,0.646783,0.793220,2,0
9,21,0.647865,0.793220,1,0
9,22,0.655347,0.793220,0,0
9,23,0.658389,0.793220,1,0
9,24,0.664161,0.793220,1,0
9,25,0.665345,0.793220,1,0
9,26,0.666704,0.793220,1,0
9,27,0.673281,0.793220,1,0
9,28,0.678113,0.793220,1,0
9,29,0.686592,0.793220,1,0
9,30,0.683386,0.793220,1,0
9,31,0.686774,0.793220,2,0
9,32,0.696675,0.793220,0,0
9,33,0.700164,0.793220,1,0
9,34,0.700261,0.793220,1,0
9,35,0.703427,0.793220,2,0
9,36,0.704311,0.793220,0,0
9,37,0.704458,0.793220,2,0
9,38,0.709114,0.793220,1,0
9,39,0.710304,0.793220,1,0
9,40,0.716557,0.793220,1,0
9,41,0.716200,0.793220,1,0
9,42,0.724210,0.793220,0,0
9,43,0.727065,0.793220,1,0
9,44,0.730344,0.793220,2,0
9,45,0.734842,0.793220,1,0
9,46,0.720890,0.793220,1,0
9,47,0.717452,0.793220,2,0
9,48,0.718812,0.818596,1,0
9,49,0.732950,0.818596,0,0
9,50,0.736909,0.818596,2,0
9,51,0.729268,0.818596,1,0
9,52,0.743843,0.818596,1,0
9,53,0.743021,0.818596,1,0
9,54,0.741316,0.818596,2,0
9,55,0.752169,0.818596,1,0
9,56,0.747389,0.818596,2,0
9,57,0.747372,0.818596,1,0
9,58,0.754679,0.818596,1,0
9,59,0.758236,0.818596,1,0
9,60,0.770636,0.818596,0,0
9,61,0.773859,0.818596,1,0
9,62,0.776362,0.818596,1,0
9,63,0.779614,0.818596,1,0
9,64,0.777201,0.818596,1,0
9,65,0.776453,0.818596,2,0
9,66,0.775297,0.818596,1,0
9,67,0.775405,0.818596,1,0
9,68,0.774776,0.818596,2,0
9,69,0.775099,0.818596,1,0
9,0,0.552481,0.789453,1,1
9,1,0.552481,0.789453,2,1
9,2,0.558854,0.789453,0,1
9,3,0.571984,0.789453,1,1
9,4,0.577886,0.789453,0,1
9,5,0.577886,0.789453,1,1
9,6,0.582695,0.789453,2,1
9,7,0.592432,0.789453,1,1
9,8,0.597451,0.789453,1,1
9,9,0.603274,0.789453,2,1
9,10,0.615470,0.789453,1,1
9,11,0.626821,0.789453,2,1
9,12,0.632333,0.789453,2,1
9,13,0.637000,0.789453,0,1
9,14,0.647049,0.789453,1,1
9,15,0.656491,0.794211,1,1
9,16,0.659137,0.794211,1,1
9,17,0.662875,0.794211,0,1
9,18,0.675326,0.794211,0,1
9,19,0.692495,0.794211,0,1
9,20,0.698703,0.794211,2,1
9,21,0.708740,0.794211,0,1
9,22,0.697836,0.794211,1,1
9,23,0.700612,0.794211,1,1
9,24,0.710156,0.798374,1,1
9,25,0.723762,0.798374,0,1
9,26,0.730305,0.798374,0,1
9,27,0.735482,0.798374,1,1
9,28,0.742030,0.798374,1,1
9,29,0.745559,0.798374,1,1
9,30,0.752617,0.798374,0,1
9,31,0.753886,0.798374,1,1
9,32,0.770318,0.798374,1,1
9,33,0.770936,0.798374,1,1
9,34,0.775360,0.798374,0,1
9,35,0.780429,0.798374,2,1
9,36,0.781874,0.798374,0,1
9,37,0.778441,0.798374,2,1
9,38,0.778107,0.798374,2,1
9,39,0.778787,0.798374,2,1
9,40,0.768443,0.798374,1,1
9,41,0.751631,0.798374,1,1
9,42,0.768132,0.798374,1,1
9,43,0.769095,0.798374,0,1
9,44,0.769990,0.798374,0,1
9,45,0.772261,0.798374,0,1
9,46,0.772930,0.798374,2,1
9,47,0.764660,0.798374,2,1
9,48,0.764779,0.798374,2,1
9,49,0.756491,0.798374,2,1
9,50,0.755296,0.798374,1,1
9,51,0.756729,0.798374,1,1
9,52,0.769639,0.798374,1,1
9,53,0.768421,0.798374,2,1
9,54,0.779869,0.798374,1,1
9,55,0.779988,0.798374,0,1
9,56,0.779988,0.798374,0,1
9,57,0.771593,0.798374,2,1
9,58,0.770148,0.798374,2,1
9,59,0.780106,0.798374,0,1
9,60,0.771582,0.798374,2,1
9,61,0.771582,0.798374,0,1
9,62,0.769877,0.798374,1,1
9,63,0.768324,0.798374,2,1
9,64,0.765402,0.798374,1,1
9,65,0.765402,0.798374,2,1
9,66,0.775479,0.798374,0,1
9,67,0.775479,0.798374,1,1
9,68,0.775479,0.798374,0,1
9,69,0.758429,0.798374,1,1
9,70,0.749904,0.798374,1,1
9,71,0.744302,0.798374,1,1
9,72,0.755749,0.798374,1,1
9,73,0.755749,0.798374,1,1
9,74,0.764274,0.798374,0,1
9,75,0.772799,0.798374,1,1
9,76,0.772890,0.798374,2,1
9,77,0.772890,0.798374,0,1
9,78,0.772890,0.798374,0,1
9,79,0.773037,0.798374,2,1
9,80,0.773037,0.798374,1,1
9,81,0.770114,0.798374,1,1
9,82,0.773037,0.798374,1,1
9,83,0.772782,0.798374,1,1
9,84,0.778385,0.798374,1,1
9,85,0.778385,0.798374,0,1
9,86,0.773473,0.798374,2,1
9,87,0.773473,0.798374,1,1
9,88,0.773236,0.798374,1,1
9,89,0.781761,0.798374,0,1
9,90,0.786672,0.798374,0,1
9,91,0.795197,0.798374,0,1
9,92,0.775479,0.798374,1,1
9,93,0.786926,0.798374,1,1
9,94,0.795451,0.798374,1,1
9,95,0.795451,0.798374,2,1
9,96,0.786926,0.798374,1,1
9,97,0.778401,0.798374,1,1
9,98,0.786926,0.798374,2,1
9,99,0.786825,0.798374,1,1
9,100,0.783902,0.798374,2,1
9,101,0.779517,0.798374,2,1
9,102,0.768070,0.798374,1,1
9,103,0.751020,0.798374,1,1
9,104,0.753942,0.798374,0,1
9,105,0.753942,0.798374,1,1
9,106,0.767378,0.798374,2,1
9,107,0.761878,0.798374,1,1
9,108,0.767480,0.798374,1,1
9,109,0.774159,0.798374,2,1
